COSEWIC common name,COSEWIC population,COSEWIC status,COSEWIC last assessment date,Scientific name,Legal common name,Legal population,Schedule status,Last status change,SARA schedule,Date added,Range,Taxonomic group,Under consideration for,GIC decision
Okanagan Efferia,,Endangered,2011-11-25,Efferia okanagana,Okanagan Efferia,,Endangered,2017-02-03,Schedule 1,2017-02-03,British Columbia,Arthropods,,Added to list
Okanogan Stickseed,,Not at Risk,2007-11-30,Hackelia ciliata,,,No Status,,No schedule,,British Columbia,Vascular Plants,,
Oldgrowth Specklebelly Lichen,,Special Concern,2010-04-25,Pseudocyphellaria rainierensis,Oldgrowth Specklebelly Lichen,,Special Concern,2012-06-20,Schedule 1,2012-06-20,British Columbia,Lichens,,Added to list
Olive Clubtail,,Endangered,2011-05-06,Stylurus olivaceus,Olive Clubtail,,Endangered,2017-02-03,Schedule 1,2017-02-03,British Columbia,Arthropods,,Added to list
Olive-sided Flycatcher,,Special Concern,2018-04-27,Contopus cooperi,Olive-sided Flycatcher,,Special Concern,2023-02-03,Schedule 1,2010-02-23,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Birds,,Downlisted: Threatened to special concern
Olympia Oyster,,Special Concern,2011-05-06,Ostrea lurida,Olympia Oyster,,Special Concern,2003-06-05,Schedule 1,2003-06-05,"British Columbia, Pacific Ocean",Molluscs,,Added to list
Orangespotted Sunfish,,Non-active,2008-04-25,Lepomis humilis,Orangespotted Sunfish,,,,,,Ontario,Fishes (freshwater),,
Ord's Kangaroo Rat,,Endangered,2017-04-28,Dipodomys ordii,Ord's Kangaroo Rat,,Endangered,2007-12-13,Schedule 1,2007-12-13,"Alberta, Saskatchewan",Mammals (terrestrial),,Added to list
Oregon Branded Skipper,,Endangered,2013-11-01,Hesperia colorado oregonia,Oregon Branded Skipper,,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,Arthropods,,Added to list
Oregon Forestsnail,,Endangered,2013-05-03,Allogona townsendiana,Oregon Forestsnail,,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,Molluscs,,Added to list
Oregon Lupine,,Extirpated,2008-11-28,Lupinus oreganus,Oregon Lupine,,Extirpated,2011-02-04,Schedule 1,2011-02-04,British Columbia,Vascular Plants,,Added to list
Oregon Spotted Frog,,Endangered,2011-05-06,Rana pretiosa,Oregon Spotted Frog,,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,Amphibians,,Added to list
Ottoe Skipper,,Endangered,2015-05-01,Hesperia ottoe,Ottoe Skipper,,Endangered,2006-08-15,Schedule 1,2006-08-15,Manitoba,Arthropods,,Added to list
Pacific Gophersnake,,Extirpated,2023-05-05,Pituophis catenifer catenifer,Pacific Gophersnake,,Extirpated,2005-01-12,Schedule 1,2005-01-12,British Columbia,Reptiles,,Added to list
Northwestern Pond Turtle,,Extirpated,2023-05-05,Actinemys marmorata,Pacific Pond Turtle,,Extirpated,2005-01-12,Schedule 1,2005-01-12,British Columbia,Reptiles,,Added to list
Pacific Rhododendron,,Not at Risk,1997-04-01,Rhododendron macrophyllum,,,No Status,,No schedule,,British Columbia,Vascular Plants,,
Pacific Sandpirate,,Special Concern,2024-05-09,Lasiopogon pacificus,Pacific Sandpirate,,No Status,,No schedule,,British Columbia,Arthropods,Addition,Pending
Pacific Sardine,,Not at Risk,2002-05-01,Sardinops sagax,Pacific Sardine,,,,,,Pacific Ocean,Fishes (marine),,
Pacific Water Shrew,,Endangered,2016-04-29,Sorex bendirii,Pacific Water Shrew,,Endangered,2007-12-13,Schedule 1,2003-06-05,British Columbia,Mammals (terrestrial),,Uplisted
Pacific White-sided Dolphin,,Not at Risk,1990-04-01,Lagenorhynchus obliquidens,,,No Status,,No schedule,,Pacific Ocean,Mammals (marine),,
Paddlefish,,Extirpated,2019-05-03,Polyodon spathula,Paddlefish,,Extirpated,2003-06-05,Schedule 1,2003-06-05,Ontario,Fishes (freshwater),,Added to list
Pale Yellow Dune Moth,,Special Concern,2018-11-01,Copablepharon grandis,Pale Yellow Dune Moth,,Special Concern,2010-02-23,Schedule 1,2010-02-23,"Alberta, Manitoba, Saskatchewan",Arthropods,,Added to list
Pale-bellied Frost Lichen,,Endangered,2009-11-27,Physconia subpallida,Pale-bellied Frost Lichen,,Endangered,2012-06-20,Schedule 1,2012-06-20,"Ontario, Quebec",Lichens,,Added to list
Pallid Bat,,Threatened,2010-11-26,Antrozous pallidus,Pallid Bat,,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,Mammals (terrestrial),,Added to list
Parker's Pipewort,,Not at Risk,2007-04-22,Eriocaulon parkeri,,,No Status,,No schedule,,"New Brunswick, Quebec",Vascular Plants,,
Passenger Pigeon,,Extinct,2000-05-01,Ectopistes migratorius,,,No Status,,No schedule,,"Manitoba, New Brunswick, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan",Birds,,
Paxton Lake Benthic Threespine Stickleback,,Endangered,2023-12-01,Gasterosteus aculeatus,Paxton Lake Benthic Threespine Stickleback,,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,Fishes (freshwater),,Added to list
Paxton Lake Limnetic Threespine Stickleback,,Endangered,2023-12-01,Gasterosteus aculeatus,Paxton Lake Limnetic Threespine Stickleback,,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,Fishes (freshwater),,Added to list
Peacock Vinyl Lichen,,Special Concern,2011-05-06,Leptogium polycarpum,Peacock Vinyl Lichen,,Special Concern,2017-02-03,Schedule 1,2017-02-03,British Columbia,Lichens,,Added to list
Peary Caribou,,Threatened,2015-11-26,Rangifer tarandus pearyi,Peary Caribou,,Threatened,2023-02-03,Schedule 1,2011-02-04,"Northwest Territories, Nunavut",Mammals (terrestrial),,Downlisted: Endangered to threatened
Peary Caribou,Banks Island population,Non-active,2004-05-01,Rangifer tarandus pearyi,Peary Caribou,Banks Island population,,,,,Northwest Territories,Mammals (terrestrial),,
Peary Caribou,High Arctic population,Non-active,2004-05-01,Rangifer tarandus pearyi,Peary Caribou,High Arctic population,,,,,"Northwest Territories, Nunavut",Mammals (terrestrial),,
Peary Caribou,Low Arctic population,Non-active,2004-05-01,Rangifer tarandus pearyi,Peary Caribou,Low Arctic population,,,,,"Northwest Territories, Nunavut",Mammals (terrestrial),,
Peary Caribou,original designation,Non-active,1991-04-01,Rangifer tarandus pearyi,,,No Status,,No schedule,,"Northwest Territories, Nunavut",Mammals (terrestrial),,
Peregrine Falcon anatum subspecies,,Non-active,2007-04-22,Falco peregrinus anatum,Peregrine Falcon anatum subspecies,,No Status,2013-03-08,No schedule,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",Birds,,Struck - WS reassignment
Peregrine Falcon anatum/tundrius,,Not at Risk,2017-11-01,Falco peregrinus anatum/tundrius,Peregrine Falcon anatum/tundrius,,No Status,2023-02-15,No schedule,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",Birds,,Delisted: Special Concern to not at risk
Peregrine Falcon pealei subspecies,,Special Concern,2017-11-01,Falco peregrinus pealei,Peregrine Falcon pealei subspecies,,Special Concern,2003-06-05,Schedule 1,2003-06-05,British Columbia,Birds,,Added to list
Peregrine Falcon tundrius subspecies,,Non-active,2007-04-22,Falco peregrinus tundrius,Peregrine Falcon tundrius subspecies,,,,,,"Newfoundland and Labrador, Northwest Territories, Nunavut, Quebec, Yukon",Birds,,
Phantom Orchid,,Endangered,2014-11-28,Cephalanthera austiniae,Phantom Orchid,,Endangered,2019-02-25,Schedule 1,2003-06-05,British Columbia,Vascular Plants,,Uplisted: Threatened to endangered
Pickerel Frog,,Not at Risk,1999-04-01,Rana palustris,,,No Status,,No schedule,,"New Brunswick, Nova Scotia, Ontario, Quebec",Amphibians,,
Pine Broomrape,,Endangered,2024-05-09,Aphyllon pinorum,Pine Broomrape,,No Status,,No schedule,,British Columbia,Vascular Plants,Addition,Pending
Pink Coreopsis,,Endangered,2012-11-25,Coreopsis rosea,Pink Coreopsis,,Endangered,2003-06-05,Schedule 1,2003-06-05,Nova Scotia,Vascular Plants,,Added to list
Pink Milkwort,,Endangered,2009-11-27,Polygala incarnata,Pink Milkwort,,Endangered,2003-06-05,Schedule 1,2003-06-05,Ontario,Vascular Plants,,Added to list
Pink Sand-verbena,,Endangered,2004-05-01,Abronia umbellata,Pink Sand-verbena,,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,Vascular Plants,,Added to list
Pink-footed Shearwater,,Endangered,2016-11-27,Ardenna creatopus,Pink-footed Shearwater,,Endangered,2019-05-22,Schedule 1,2005-07-14,"British Columbia, Pacific Ocean",Birds,,Uplisted: Threatened to endangered
Piping Plover,,Non-active,2001-05-01,Charadrius melodus,Piping Plover,,,,No schedule,,"Alberta, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan",Birds,,
Piping Plover circumcinctus subspecies,,Endangered,2013-11-01,Charadrius melodus circumcinctus,Piping Plover circumcinctus subspecies,,Endangered,2003-06-05,Schedule 1,2003-06-05,"Alberta, Manitoba, Ontario, Saskatchewan",Birds,,Added to list
Piping Plover melodus subspecies,,Endangered,2013-11-01,Charadrius melodus melodus,Piping Plover melodus subspecies,,Endangered,2003-06-05,Schedule 1,2003-06-05,"New Brunswick, Newfoundland and Labrador, Nova Scotia, Prince Edward Island, Quebec",Birds,,Added to list
Pitcher's Thistle,,Special Concern,2010-11-26,Cirsium pitcheri,Pitcher's Thistle,,Special Concern,2017-06-02,Schedule 1,2003-06-05,Ontario,Vascular Plants,,Downlisted: Endangered to special concern
Pixie Poacher,,Non-active,2001-11-01,Occella impi,,,No Status,,No schedule,,British Columbia,Fishes (marine),,
Plains Bison,,Threatened,2013-11-01,Bison bison bison,Plains Bison,,No Status,,No schedule,,"Alberta, British Columbia, Saskatchewan",Mammals (terrestrial),Addition,Pending
Plains Hog-nosed Snake,,Special Concern,2019-11-29,Heterodon nasicus,Plains Hog-nosed Snake,,Special Concern,2024-06-10,Schedule 1,2024-06-10,"Alberta, Manitoba, Saskatchewan",Reptiles,,Added to list
Plains Minnow,,Threatened,2012-05-04,Hybognathus placitus,Plains Minnow,,Threatened,2019-08-08,Schedule 1,2019-08-08,Saskatchewan,Fishes (freshwater),,Added to list
Plains Pocket Gopher,,Not at Risk,1998-04-01,Geomys bursarius,,,No Status,,No schedule,,Manitoba,Mammals (terrestrial),,
Plains Spadefoot,,Not at Risk,2003-05-01,Spea bombifrons,,,No Status,,No schedule,,"Alberta, Manitoba, Saskatchewan",Amphibians,,
Plains Sucker,Missouri population,Threatened,2022-12-03,Pantosteus jordani,Plains Sucker,Missouri population,No Status,,No schedule,,"Alberta, Saskatchewan",Fishes (freshwater),Addition,Pending
Plains Sucker,Saskatchewan-Nelson population,Special Concern,2022-12-03,Pantosteus jordani,Plains Sucker,Saskatchewan-Nelson population,No Status,,No schedule,,"Alberta, Saskatchewan",Fishes (freshwater),Addition,Pending
Plymouth Gentian,,Endangered,2012-11-25,Sabatia kennedyana,Plymouth Gentian,,Endangered,2018-02-02,Schedule 1,2003-06-05,Nova Scotia,Vascular Plants,,Uplisted: Threatened to endangered
Polar Bear,,Special Concern,2018-11-01,Ursus maritimus,Polar Bear,,Special Concern,2011-10-27,Schedule 1,2011-10-27,"Arctic Ocean, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Yukon",Mammals (terrestrial),,Added to list
Poor Pocket Moss,,Endangered,2022-12-03,Fissidens pauperculus,Poor Pocket Moss,,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,Mosses,,Added to list
Porbeagle,,Endangered,2014-05-02,Lamna nasus,Porbeagle,,No Status,,No schedule,,Atlantic Ocean,Fishes (marine),Addition,Pending
Porsild's Bryum,,Threatened,2017-11-01,Haplodontium macrocarpum,Porsild's Bryum,,Threatened,2011-02-04,Schedule 1,2011-02-04,"Alberta, British Columbia, Newfoundland and Labrador, Nunavut",Mosses,,Added to list
Porter's Twisted Moss,,Not at Risk,2016-04-29,Tortula porteri,,,No Status,,No schedule,,Ontario,Mosses,,
Poweshiek Skipperling,,Endangered,2014-11-28,Oarisma poweshiek,Poweshiek Skipperling,,Endangered,2019-02-25,Schedule 1,2005-07-14,Manitoba,Arthropods,,Uplisted: Threatened to endangered
Prairie Falcon,,Not at Risk,1996-04-01,Falco mexicanus,,,No Status,,No schedule,,"Alberta, British Columbia, Saskatchewan",Birds,,
Prairie Long-tailed Weasel,,Not at Risk,1993-04-01,Mustela frenata longicauda,,,No Status,,No schedule,,"Alberta, Manitoba, Saskatchewan",Mammals (terrestrial),,
Prairie Lupine,,Endangered,2009-04-26,Lupinus lepidus,Prairie Lupine,,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,Vascular Plants,,Added to list
Prairie Rattlesnake,,Special Concern,2015-05-01,Crotalus viridis,Prairie Rattlesnake,,Special Concern,2019-02-25,Schedule 1,2019-02-25,"Alberta, Saskatchewan",Reptiles,,Added to list
Prairie Skink,,Special Concern,2017-11-01,Plestiodon septentrionalis,Prairie Skink,,Special Concern,2021-04-23,Schedule 1,2005-07-14,Manitoba,Reptiles,,Downlisted: Endangered to special concern
Prairie Warbler,,Not at Risk,1999-04-01,Setophaga discolor,,,No Status,,No schedule,,Ontario,Birds,,
Prairie-dock,,Special Concern,2024-05-09,Silphium terebinthinaceum,Prairie-dock,,No Status,,No schedule,,Ontario,Vascular Plants,Addition,Pending
Prothonotary Warbler,,Endangered,2016-11-27,Protonotaria citrea,Prothonotary Warbler,,Endangered,2003-06-05,Schedule 1,2003-06-05,Ontario,Birds,,Added to list
Prototype Quillwort,,Special Concern,2005-05-05,Isoetes prototypus,Prototype Quillwort,,Special Concern,2006-08-15,Schedule 1,2006-08-15,"New Brunswick, Nova Scotia",Vascular Plants,,Added to list
Proud Globelet,,Endangered,2015-05-01,Patera pennsylvanica,Proud Globelet,,Endangered,2019-02-25,Schedule 1,2019-02-25,Ontario,Molluscs,,Added to list
Provancher's Fleabane,,Data Deficient,2023-05-05,Erigeron philadelphicus var. provancheri,Provancher's Fleabane,,,,,,"Ontario, Quebec",Vascular Plants,,
Puget Oregonian,,Extirpated,2013-05-03,Cryptomastix devia,Puget Oregonian,,Extirpated,2005-01-12,Schedule 1,2005-01-12,British Columbia,Molluscs,,Added to list
Pugnose Minnow,,Threatened,2012-05-04,Opsopoeodus emiliae,Pugnose Minnow,,Threatened,2019-08-08,Schedule 1,2003-06-05,Ontario,Fishes (freshwater),,Uplisted: Special Concern to threatened
Pugnose Shiner,,Threatened,2013-05-03,Notropis anogenus,Pugnose Shiner,,Threatened,2019-08-08,Schedule 1,2005-01-12,Ontario,Fishes (freshwater),,Downlisted: Endangered to threatened
Pumpkin Ash,,Endangered,2022-05-11,Fraxinus profunda,Pumpkin Ash,,No Status,,No schedule,,Ontario,Vascular Plants,Addition,Pending
Purple Sanicle,,Threatened,2001-05-01,Sanicula bipinnatifida,Purple Sanicle,,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,Vascular Plants,,Added to list
Purple Spikerush,,Non-active,2008-04-25,Eleocharis atropurpurea,Purple Spikerush,,,,No schedule,,British Columbia,Vascular Plants,,
Purple Twayblade,,Threatened,2010-11-26,Liparis liliifolia,Purple Twayblade,,Threatened,2017-06-02,Schedule 1,2003-06-05,"Ontario, Quebec",Vascular Plants,,Downlisted: Endangered to threatened
Purple Wartyback,,Threatened,2021-05-05,Cyclonaias tuberculata,Purple Wartyback,,No Status,,No schedule,,Ontario,Molluscs,Addition,Pending
Puvirnituq Mountain Draba,,Special Concern,2019-11-29,Draba puvirnituqii,Puvirnituq Mountain Draba,,Special Concern,2024-06-10,Schedule 1,2024-06-10,Quebec,Vascular Plants,,Added to list
Pygmy Pocket Moss,,Not at Risk,2016-04-29,Fissidens exilis,Pygmy Pocket Moss,,No Status,2019-02-25,No schedule,2006-08-15,"British Columbia, Nova Scotia, Ontario, Quebec",Mosses,,Delisted: Special Concern to not at risk
Pygmy Short-horned Lizard,,Extirpated,2018-11-01,Phrynosoma douglasii,Pygmy Short-horned Lizard,,Extirpated,2003-06-05,Schedule 1,2003-06-05,British Columbia,Reptiles,,Added to list
Pygmy Slug,,Special Concern,2016-04-29,Kootenaia burkei,Pygmy Slug,,Special Concern,2019-02-25,Schedule 1,2019-02-25,British Columbia,Molluscs,,Added to list
Pygmy Snaketail,,Special Concern,2018-11-01,Ophiogomphus howei,Pygmy Snaketail,,Special Concern,2011-02-04,Schedule 1,2011-02-04,"New Brunswick, Ontario",Arthropods,,Added to list
Pygmy Sperm Whale,,Not at Risk,1994-04-01,Kogia breviceps,,,No Status,,No schedule,,"Atlantic Ocean, Pacific Ocean",Mammals (marine),,
Pygmy Whitefish,Great Lakes - Upper St. Lawrence populations,Threatened,2016-11-27,Prosopium coulterii,Pygmy Whitefish,Great Lakes - Upper St. Lawrence populations,No Status,,No schedule,,Ontario,Fishes (freshwater),Addition,Pending
Pygmy Whitefish,Pacific populations,Not at Risk,2016-11-27,Prosopium coulterii,,,No Status,,No schedule,,"British Columbia, Yukon",Fishes (freshwater),,
Pygmy Whitefish,Saskatchewan - Nelson Rivers populations,Data Deficient,2016-11-27,Prosopium coulterii,,,No Status,,No schedule,,Ontario,Fishes (freshwater),,
Pygmy Whitefish,Southwestern Yukon Beringian populations,Data Deficient,2016-11-27,Prosopium coulterii,,,No Status,,No schedule,,"British Columbia, Yukon",Fishes (freshwater),,
Pygmy Whitefish,Waterton Lake population,Special Concern,2016-11-27,Prosopium coulterii,Pygmy Whitefish,Waterton Lake population,No Status,,No schedule,,Alberta,Fishes (freshwater),Addition,Pending
Pygmy Whitefish,Western Arctic populations,Not at Risk,2016-11-27,Prosopium coulterii,,,No Status,,No schedule,,"Alberta, British Columbia, Northwest Territories",Fishes (freshwater),,
Pygmy Whitefish,Yukon River populations,Data Deficient,2016-11-27,Prosopium coulterii,,,No Status,,No schedule,,Yukon,Fishes (freshwater),,
Quebec Rockcress,,Endangered,2017-11-01,Boechera quebecensis,Quebec Rockcress,,Endangered,2021-04-23,Schedule 1,2021-04-23,Quebec,Vascular Plants,,Added to list
Queensnake,,Endangered,2010-04-25,Regina septemvittata,Queensnake,,Endangered,2012-06-20,Schedule 1,2003-06-05,Ontario,Reptiles,,Uplisted: Threatened to endangered
Quillback Rockfish,,Threatened,2009-11-27,Sebastes maliger,Quillback Rockfish,,No Status,,No schedule,,Pacific Ocean,Fishes (marine),Addition,Pending
Rabbit-brush Goldenweed,,Data Deficient,1997-04-01,Ericameria bloomeri,,,No Status,,No schedule,,British Columbia,Vascular Plants,,
Rainbow,,Special Concern,2015-11-26,Villosa iris,Rainbow,,Special Concern,2019-08-08,Schedule 1,2013-03-08,Ontario,Molluscs,,Downlisted: Endangered to special concern
Rainbow Smelt,Lake Utopia large-bodied population,Endangered,2018-11-01,Osmerus mordax,Rainbow Smelt,Lake Utopia large-bodied population,Endangered,2020-10-06,Schedule 1,2019-08-08,New Brunswick,Fishes (freshwater),,Uplisted: Threatened to endangered
Rainbow Smelt,Lake Utopia small-bodied population,Endangered,2018-11-01,Osmerus mordax,Rainbow Smelt,Lake Utopia small-bodied population,Endangered,2020-10-06,Schedule 1,2003-06-05,New Brunswick,Fishes (freshwater),,Uplisted: Threatened to endangered
Rainbow Trout,Athabasca River populations,Endangered,2014-05-02,Oncorhynchus mykiss,Rainbow Trout,Athabasca River populations,Endangered,2019-08-08,Schedule 1,2019-08-08,Alberta,Fishes (freshwater),,Added to list
